sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns
685,3e35f6fd,3f100000,3db43958,3f53b646,3f52f987,824,144375
686,3e34341a,3f100000,3db020c5,3f52f1aa,3f526aec,822,144667
687,3e327675,3f100000,3dae147b,3f526e98,3f51d8c6,820,144667
688,3e30b8d0,3f100000,3dae147b,3f51eb85,3f513ad6,817,144959
689,3e2f05a7,3f100000,3da9fbe7,3f5126e9,3f50b157,815,144667
690,3e2d527e,3f100000,3da9fbe7,3f50a3d7,3f5016cd,813,144958
691,3e2ba9d2,3f100000,3da5e354,3f5020c5,3f4f9745,811,144959
692,3e2a0126,3f100000,3da5e354,3f4f9db2,3f4f0025,809,144666
693,3e2862f6,3f100000,3da1cac1,3f4f1aa0,3f4e8405,807,143792
694,3e26c4c6,3f100000,3da1cac1,3f4e978d,3f4df04d,804,144083
695,3e252bd4,3f100000,3d9fbe77,3f4dd2f2,3f4d6388,802,145250
696,3e239820,3f100000,3d9db22d,3f4d4fdf,3f4cdf05,800,144667
697,3e2209ab,3f100000,3d9ba5e3,3f4ccccd,3f4c5c35,798,143792
698,3e208073,3f100000,3d99999a,3f4c49ba,3f4bdb1a,796,144667
699,3e1efc7a,3f100000,3d978d50,3f4bc6a8,3f4b5bb2,794,144959
700,3e1d7dbf,3f100000,3d958106,3f4b4396,3f4ade00,792,144958
701,3e1bff04,3f100000,3d958106,3f4ac083,3f4a5482,790,144375
702,3e1a8588,3f100000,3d9374bc,3f4a3d71,3f49d883,788,145833
703,3e191687,3f100000,3d8f5c29,3f49ba5e,3f496bb9,787,144958
704,3e17a249,3f100000,3d916873,3f4978d5,3f48e065,785,144375
705,3e163886,3f100000,3d8d4fdf,3f48f5c3,3f48754f,783,143209
706,3e14cec4,3f100000,3d8d4fdf,3f4872b0,3f47f2a1,781,144375
707,3e136f7e,3f100000,3d89374c,3f47ef9e,3f478af4,779,144375
708,3e121038,3f100000,3d89374c,3f476c8b,3f470bae,778,144666
709,3e10b0f2,3f100000,3d89374c,3f472b02,3f4692f6,776,145833
710,3e0f5c29,3f100000,3d851eb8,3f46a7f0,3f462eb2,774,144958
711,3e0e075f,3f100000,3d851eb8,3f4624dd,3f45b2d5,772,144958
712,3e0cb7d4,3f100000,3d83126f,3f45a1cb,3f454477,771,145250
713,3e0b6d87,3f100000,3d810625,3f456042,3f44de5c,769,144666
714,3e0a233a,3f100000,3d810625,3f44dd2f,3f4465e8,767,146125
715,3e08e369,3f100000,3d79db23,3f445a1d,3f440874,766,144666
716,3e079e5a,3f100000,3d7df3b6,3f441893,3f438c75,764,145250
717,3e0663c7,3f100000,3d75c28f,3f439581,3f4330b5,762,144959
718,3e052935,3f100000,3d75c28f,3f43126f,3f42bd5d,761,144667
719,3e03f3e0,3f100000,3d71a9fc,3f42d0e5,3f425e13,759,144958
720,3e02c3ca,3f100000,3d6d9168,3f424dd3,3f41f9f0,758,145833
721,3e0193b4,3f100000,3d6d9168,3f420c4a,3f41908e,756,144666
722,3e0068dc,3f100000,3d6978d5,3f418937,3f412e1f,755,144667
723,3dfe8683,3f100000,3d656042,3f4147ae,3f40d3f1,753,144959
724,3dfc3b4f,3f100000,3d656042,3f40c49c,3f40676a,752,144667
725,3df9fa98,3f100000,3d6147ae,3f408312,3f400ef1,750,144667
726,3df7b9e0,3f100000,3d6147ae,3f400000,3f3fa41e,749,144666
727,3df583a5,3f100000,3d5d2f1b,3f3fbe77,3f3f4d59,747,146125
728,3df357e6,3f100000,3d591687,3f3f3b64,3f3ef1ba,746,145250
729,3df136a4,3f100000,3d54fdf4,3f3ef9db,3f3e9e5d,745,146125
730,3def0ae5,3f100000,3d591687,3f3eb852,3f3e31b5,743,144958
731,3decf41f,3f100000,3d50e560,3f3e353f,3f3de54a,742,145250
732,3deadd59,3f100000,3d50e560,3f3df3b6,3f3d87d6,740,144958
733,3de8d10f,3f100000,3d4ccccd,3f3d70a4,3f3d3154,739,144958
734,3de6c4c6,3f100000,3d4ccccd,3f3d2f1b,3f3cd594,738,144666
735,3de4c2f8,3f100000,3d48b439,3f3ced91,3f3c8755,736,145833
736,3de2cba7,3f100000,3d449ba6,3f3c6a7f,3f3c343b,735,145542
737,3de0d456,3f100000,3d449ba6,3f3c28f6,3f3bdbe3,734,144958
738,3ddedd05,3f100000,3d449ba6,3f3be76d,3f3b838c,732,144083
739,3ddcfaad,3f100000,3d3c6a7f,3f3b645a,3f3b3fa6,731,144959
740,3ddb0dd8,3f100000,3d408312,3f3b22d1,3f3add38,730,143791
741,3dd935fc,3f100000,3d3851ec,3f3ae148,3f3aa194,729,144375
742,3dd753a4,3f100000,3d3c6a7f,3f3a9fbe,3f3a40d9,728,144958
743,3dd57bc8,3f100000,3d3851ec,3f3a5e35,3f39f969,726,143500
744,3dd3ae68,3f100000,3d343958,3f39db23,3f39ad20,725,145250
745,3dd1eb85,3f100000,3d3020c5,3f39999a,3f396919,724,144958
746,3dd01e26,3f100000,3d343958,3f395810,3f390bc6,723,145250
747,3dce65bf,3f100000,3d2c0831,3f391687,3f38d541,722,144083
748,3dcca2db,3f100000,3d3020c5,3f38d4fe,3f3879a1,721,145250
749,3dcaea74,3f100000,3d2c0831,3f389375,3f38374f,720,144959
750,3dc93c8a,3f100000,3d27ef9e,3f3851ec,3f37f6b1,719,144375
751,3dc78e9f,3f100000,3d27ef9e,3f381062,3f37aa47,717,144083
752,3dc5eb31,3f100000,3d23d70a,3f378d50,3f3764ce,716,144083
753,3dc447c3,3f100000,3d23d70a,3f374bc7,3f371a19,715,144083
754,3dc2aed1,3f100000,3d1fbe77,3f370a3d,3f36dce3,714,145250
755,3dc115df,3f100000,3d1fbe77,3f36c8b4,3f3693e1,713,144667
756,3dbf7cee,3f100000,3d1fbe77,3f36872b,3f364ae0,712,144959
757,3dbdee78,3f100000,3d1ba5e3,3f3645a2,3f360f5e,711,144084
758,3dbc6a7f,3f100000,3d178d50,3f360419,3f35d590,710,144375
759,3dbadc0a,3f100000,3d1ba5e3,3f35c28f,3f358276,709,144667
760,3db9628d,3f100000,3d1374bc,3f358106,3f35562a,708,144375
761,3db7de94,3f100000,3d178d50,3f353f7d,3f3504c4,707,145541
762,3db66517,3f100000,3d1374bc,3f34fdf4,3f34ccab,706,143792
763,3db4f616,3f100000,3d0f5c29,3f34bc6a,3f349645,705,144375
764,3db38716,3f100000,3d0f5c29,3f347ae1,3f345415,704,145541
765,3db21816,3f100000,3d0f5c29,3f343958,3f3411e4,703,144084
766,3db0b392,3f100000,3d0b4396,3f33f7cf,3f33dd32,703,144084
767,3daf4f0e,3f100000,3d0b4396,3f33f7cf,3f33a343,702,144375
768,3dadea89,3f100000,3d0b4396,3f33b646,3f3362c7,701,144667
769,3dac9082,3f100000,3d072b02,3f3374bc,3f332fca,700,144083
770,3dab367a,3f100000,3d072b02,3f333333,3f32f101,699,144667
771,3da9e6ef,3f100000,3d03126f,3f32f1aa,3f32bfb8,698,145250
772,3da88ce7,3f100000,3d072b02,3f32b021,3f327525,697,145833
773,3da747d8,3f100000,3cfdf3b6,3f326e98,3f32515c,697,144666
774,3da5f84d,3f100000,3d03126f,3f326e98,3f320f0a,696,143792
775,3da4b33e,3f100000,3cfdf3b6,3f322d0e,3f31df75,695,143500
776,3da378ab,3f100000,3cf5c28f,3f31eb85,3f31b196,694,144959
777,3da2339c,3f100000,3cfdf3b6,3f31a9fc,3f316a6a,693,143208
778,3da0f909,3f100000,3cf5c28f,3f316873,3f313c89,692,144375
779,3d9fc8f3,3f100000,3ced9168,3f3126e9,3f31105d,692,145250
780,3d9e98dd,3f100000,3ced9168,3f3126e9,3f30def3,691,144666
781,3d9d68c7,3f100000,3ced9168,3f30e560,3f30a6fc,690,144375
782,3d9c38b0,3f100000,3ced9168,3f30a3d7,3f306f04,689,144666
783,3d9b1316,3f100000,3ce56042,3f30624e,3f30448c,689,144667
784,3d99ed7c,3f100000,3ce56042,3f30624e,3f3014d7,688,144666
785,3d98c7e3,3f100000,3ce56042,3f3020c5,3f2fde94,687,145250
786,3d97acc5,3f100000,3cdd2f1b,3f2fdf3b,3f2fb5d0,686,146125
787,3d9691a7,3f100000,3cdd2f1b,3f2f9db2,3f2f8140,686,144958
788,3d95768a,3f100000,3cdd2f1b,3f2f9db2,3f2f533f,685,144667
789,3d9465e9,3f100000,3cd4fdf4,3f2f5c29,3f2f2c30,684,144375
790,3d935547,3f100000,3cd4fdf4,3f2f1aa0,3f2ef955,683,144083
791,3d9244a6,3f100000,3cd4fdf4,3f2ed917,3f2ec67a,683,144666
792,3d913e81,3f100000,3ccccccd,3f2ed917,3f2ea7ad,682,145250
793,3d902de0,3f100000,3cd4fdf4,3f2e978d,3f2e6905,681,145250
794,3d8f3238,3f100000,3cc49ba6,3f2e5604,3f2e5129,681,144375
795,3d8e2c13,3f100000,3ccccccd,3f2e5604,3f2e1ac5,680,144083
796,3d8d306a,3f100000,3cc49ba6,3f2e147b,3f2df71e,680,144958
797,3d8c34c2,3f100000,3cc49ba6,3f2e147b,3f2dce39,679,144666
798,3d8b3919,3f100000,3cc49ba6,3f2dd2f2,3f2d9ec6,678,144958
799,3d8a3d71,3f100000,3cc49ba6,3f2d9168,3f2d6f53,677,144666
800,3d894c44,3f100000,3cbc6a7f,3f2d4fdf,3f2d4d61,677,144667
801,3d885b18,3f100000,3cbc6a7f,3f2d4fdf,3f2d2630,676,144958
802,3d877469,3f100000,3cb43958,3f2d0e56,3f2d05f2,676,145250
803,3d86833c,3f100000,3cbc6a7f,3f2d0e56,3f2cd2f5,675,144083
804,3d859c8d,3f100000,3cb43958,3f2ccccd,3f2cb2b7,675,145542
805,3d84b5dd,3f100000,3cb43958,3f2ccccd,3f2c8d3a,674,144959
806,3d83cf2d,3f100000,3cb43958,3f2c8b44,3f2c612f,673,143791
807,3d82f2fa,3f100000,3cac0831,3f2c49ba,3f2c42a6,673,146125
808,3d8216c6,3f100000,3cac0831,3f2c49ba,3f2c1ede,672,144959
809,3d813a93,3f100000,3cac0831,3f2c0831,3f2bf487,672,144667
810,3d805e5f,3f100000,3cac0831,3f2c0831,3f2bd0bf,671,144959
811,3d7f1950,3f100000,3ca3d70a,3f2bc6a8,3f2bb3e9,671,145250
812,3d7d60e9,3f100000,3cac0831,3f2bc6a8,3f2b8455,670,144083
813,3d7bbd7b,3f100000,3ca3d70a,3f2b851f,3f2b677f,670,144375
814,3d7a2f06,3f100000,3c9ba5e3,3f2b851f,3f2b52eb,669,145250
815,3d788b97,3f100000,3ca3d70a,3f2b4396,3f2b1e7d,668,143500
816,3d76fd22,3f100000,3c9ba5e3,3f2b020c,3f2b035b,668,144959
817,3d756ead,3f100000,3c9ba5e3,3f2b020c,3f2ae2fb,668,144667
818,3d73e037,3f100000,3c9ba5e3,3f2b020c,3f2ac29b,667,144667
819,3d7251c2,3f100000,3c9ba5e3,3f2ac083,3f2a9bae,666,145250
820,3d70d845,3f100000,3c9374bc,3f2a7efa,3f2a8241,666,146125
821,3d6f49cf,3f100000,3c9ba5e3,3f2a7efa,3f2a5615,665,145833
822,3d6de54b,3f100000,3c8b4396,3f2a3d71,3f2a4a27,665,173250
823,3d6c6bcf,3f100000,3c9374bc,3f2a3d71,3f2a1faf,665,176458
824,3d6af252,3f100000,3c9374bc,3f2a3d71,3f2a0104,664,167125
825,3d698dce,3f100000,3c8b4396,3f29fbe7,3f29e94a,664,143792
826,3d681451,3f100000,3c9374bc,3f29fbe7,3f29bed3,663,144958
827,3d66afcd,3f100000,3c8b4396,3f29ba5e,3f29a719,663,169166
828,3d654b49,3f100000,3c8b4396,3f29ba5e,3f298a21,662,165375
829,3d63fbbd,3f100000,3c83126f,3f2978d5,3f29741d,662,144375
830,3d629739,3f100000,3c8b4396,3f2978d5,3f294b5a,661,144375
831,3d6147ae,3f100000,3c83126f,3f29374c,3f293554,661,144666
832,3d5ff823,3f100000,3c83126f,3f29374c,3f291a11,661,144958
833,3d5ea897,3f100000,3c83126f,3f29374c,3f28fece,660,146125
834,3d5d590c,3f100000,3c83126f,3f28f5c3,3f28dcfc,660,144667
835,3d5c1e79,3f100000,3c75c28f,3f28f5c3,3f28cf39,659,144667
836,3d5ae3e7,3f100000,3c75c28f,3f28b439,3f28af1d,659,144666
837,3d59945b,3f100000,3c83126f,3f28b439,3f28880e,658,145542
838,3d586ec1,3f100000,3c656042,3f2872b0,3f28813c,658,144375
839,3d57342f,3f100000,3c75c28f,3f2872b0,3f285be2,658,144958
840,3d55f99c,3f100000,3c75c28f,3f2872b0,3f284253,657,145250
841,3d54d402,3f100000,3c656042,3f283127,3f282fb5,657,144667
842,3d539970,3f100000,3c75c28f,3f283127,3f280a5b,656,144375
843,3d5273d6,3f100000,3c656042,3f27ef9e,3f27f7bd,656,144667
844,3d514e3c,3f100000,3c656042,3f27ef9e,3f27dfe2,656,145541
845,3d5028a2,3f100000,3c656042,3f27ef9e,3f27c807,655,144959
846,3d4f1801,3f100000,3c54fdf4,3f27ae14,3f27b71f,655,144375
847,3d4df267,3f100000,3c656042,3f27ae14,3f279378,655,144958
848,3d4ce1c6,3f100000,3c54fdf4,3f27ae14,3f27891e,654,143792
849,3d4bd124,3f100000,3c54fdf4,3f276c8b,3f276c69,654,144375
850,3d4ac083,3f100000,3c54fdf4,3f276c8b,3f275642,654,145250
851,3d49afe2,3f100000,3c54fdf4,3f276c8b,3f27401b,653,144958
852,3d4b7d41,3f100000,bcb43958,3f272b02,3f28fbeb,660,144375
853,3d4d20b0,3f100000,bca3d70a,3f28f5c3,3f293447,661,145833
854,3d4ec41e,3f100000,bca3d70a,3f29374c,3f295ce9,662,144958
855,3d50678c,3f100000,bca3d70a,3f2978d5,3f29858c,662,144666
856,3d51f601,3f100000,bc9ba5e3,3f2978d5,3f299a1f,663,144958
857,3d538477,3f100000,bc9ba5e3,3f29ba5e,3f29c10c,663,144667
858,3d5512ec,3f100000,bc9ba5e3,3f29ba5e,3f29e16c,664,144666
859,3d56a162,3f100000,bc9ba5e3,3f29fbe7,3f2a085a,664,144083
860,3d582fd7,3f100000,bc9ba5e3,3f29fbe7,3f2a28ba,665,144083
861,3d59a954,3f100000,bc9374bc,3f2a3d71,3f2a4228,665,145250
862,3d5b22d1,3f100000,bc9374bc,3f2a3d71,3f2a60d4,666,145834
863,3d5c9c4e,3f100000,bc9374bc,3f2a7efa,3f2a860d,666,144666
864,3d5e15ca,3f100000,bc9374bc,3f2a7efa,3f2aa4b9,667,177334
865,3d5f7a4e,3f100000,bc8b4396,3f2ac083,3f2abc72,667,177916
866,3d60ded3,3f100000,bc8b4396,3f2ac083,3f2ad969,667,170625
867,3d624357,3f100000,bc8b4396,3f2ac083,3f2af661,668,145250
868,3d63a7db,3f100000,bc8b4396,3f2b020c,3f2b19e6,668,144375
869,3d650c5f,3f100000,bc8b4396,3f2b020c,3f2b36de,669,144667
870,3d6670e3,3f100000,bc8b4396,3f2b4396,3f2b5a63,669,144667
871,3d67c06e,3f100000,bc83126f,3f2b4396,3f2b69db,670,146125
872,3d690ff9,3f100000,bc83126f,3f2b851f,3f2b8bac,670,144667
873,3d6a5f85,3f100000,bc83126f,3f2b851f,3f2ba6ef,671,144083
874,3d6baf10,3f100000,bc83126f,3f2bc6a8,3f2bc8c0,671,144375
875,3d6cfe9b,3f100000,bc83126f,3f2bc6a8,3f2be403,671,144958
876,3d6e392e,3f100000,bc75c28f,3f2bc6a8,3f2bf1c6,672,145250
877,3d6f73c1,3f100000,bc75c28f,3f2c0831,3f2c11e3,672,145834
878,3d70ae53,3f100000,bc75c28f,3f2c0831,3f2c2b72,673,144958
879,3d71e8e6,3f100000,bc75c28f,3f2c49ba,3f2c4b8f,673,144083
880,3d732379,3f100000,bc75c28f,3f2c49ba,3f2c651f,673,144958
881,3d745e0b,3f100000,bc75c28f,3f2c49ba,3f2c7eae,674,145542
882,3d7583a5,3f100000,bc656042,3f2c8b44,3f2c914b,674,144666
883,3d76a93f,3f100000,bc656042,3f2c8b44,3f2ca925,674,144375
884,3d77e3d2,3f100000,bc75c28f,3f2c8b44,3f2cce80,675,144375
885,3d78f473,3f100000,bc54fdf4,3f2ccccd,3f2cd39d,675,144958
886,3d7a1a0d,3f100000,bc656042,3f2ccccd,3f2cf744,676,144958
887,3d7b3fa7,3f100000,bc656042,3f2d0e56,3f2d15ad,676,144667
888,3d7c5048,3f100000,bc54fdf4,3f2d0e56,3f2d2008,676,144375
889,3d7d75e2,3f100000,bc656042,3f2d0e56,3f2d43af,677,144084
890,3d7e8683,3f100000,bc54fdf4,3f2d4fdf,3f2d5497,677,145541
891,3d7f9724,3f100000,bc54fdf4,3f2d4fdf,3f2d6abe,677,144666
892,3d8053e3,3f100000,bc54fdf4,3f2d4fdf,3f2d80e5,678,144375
893,3d80d1b7,3f100000,bc449ba6,3f2d9168,3f2d9018,678,144375
894,3d815a08,3f100000,bc54fdf4,3f2d9168,3f2db20b,678,145542
895,3d81d7dc,3f100000,bc449ba6,3f2d9168,3f2dbab2,679,144084
896,3d82602d,3f100000,bc54fdf4,3f2dd2f2,3f2de332,679,144666
897,3d82de01,3f100000,bc449ba6,3f2dd2f2,3f2debd9,679,145833
898,3d835bd5,3f100000,bc449ba6,3f2dd2f2,3f2e004b,680,144375
899,3d83d9a9,3f100000,bc449ba6,3f2e147b,3f2e1b4c,680,144375
900,3d844d01,3f100000,bc343958,3f2e147b,3f2e223e,680,144375
901,3d84cad5,3f100000,bc449ba6,3f2e147b,3f2e427c,681,144958
902,3d853e2d,3f100000,bc343958,3f2e5604,3f2e4ffc,681,145250
903,3d85bc02,3f100000,bc449ba6,3f2e5604,3f2e703a,681,144958
904,3d862f5a,3f100000,bc343958,3f2e5604,3f2e772d,682,144375
905,3d86a2b1,3f100000,bc343958,3f2e978d,3f2e9079,682,144375
906,3d871609,3f100000,bc343958,3f2e978d,3f2ea337,682,145250
907,3d878961,3f100000,bc343958,3f2e978d,3f2eb5f5,682,145250
908,3d87f23d,3f100000,bc23d70a,3f2e978d,3f2ebb33,683,143500
909,3d886595,3f100000,bc343958,3f2ed917,3f2ee04c,683,145542
910,3d88ce70,3f100000,bc23d70a,3f2ed917,3f2ee58a,683,144958
911,3d8941c8,3f100000,bc343958,3f2ed917,3f2f0414,684,145250
912,3d89aaa4,3f100000,bc23d70a,3f2f1aa0,3f2f0fe0,684,144958
913,3d8a137f,3f100000,bc23d70a,3f2f1aa0,3f2f20ea,684,144958
914,3d8a7c5b,3f100000,bc23d70a,3f2f1aa0,3f2f31f4,684,144959
915,3d8ae536,3f100000,bc23d70a,3f2f1aa0,3f2f42fe,685,144666
916,3d8b4e12,3f100000,bc23d70a,3f2f5c29,3f2f5a96,685,144375
917,3d8bac71,3f100000,bc1374bc,3f2f5c29,3f2f5e1f,685,144375
918,3d8c154d,3f100000,bc23d70a,3f2f5c29,3f2f7af5,685,145541
919,3d8c73ac,3f100000,bc1374bc,3f2f5c29,3f2f7e7f,686,145542
920,3d8cd20b,3f100000,bc1374bc,3f2f9db2,3f2f9463,686,144375
921,3d8d3ae7,3f100000,bc23d70a,3f2f9db2,3f2fb139,686,143500
922,3d8d9946,3f100000,bc1374bc,3f2f9db2,3f2fb4c3,686,144083
923,3d8df7a5,3f100000,bc1374bc,3f2f9db2,3f2fc419,687,145833
924,3d8e5604,3f100000,bc1374bc,3f2fdf3b,3f2fd9fd,687,144667
925,3d8ea9e7,3f100000,bc03126f,3f2fdf3b,3f2fdbd2,687,143792
926,3d8f0846,3f100000,bc1374bc,3f2fdf3b,3f2ff6f4,687,145250
927,3d8f66a5,3f100000,bc1374bc,3f2fdf3b,3f30064a,688,144667
928,3d8fba88,3f100000,bc03126f,3f3020c5,3f300eae,688,143792
929,3d900e6b,3f100000,bc03126f,3f3020c5,3f301c50,688,145833
930,3d906cca,3f100000,bc1374bc,3f3020c5,3f303771,688,144375
931,3d90c0ad,3f100000,bc03126f,3f3020c5,3f303947,688,144375
932,3d911490,3f100000,bc03126f,3f3020c5,3f3046e9,689,145250
933,3d916873,3f100000,bc03126f,3f30624e,3f305b17,689,144375
934,3d91bc56,3f100000,bc03126f,3f30624e,3f3068b9,689,144083
935,3d921038,3f100000,bc03126f,3f30624e,3f30765b,689,144667
936,3d92641b,3f100000,bc03126f,3f30624e,3f3083fc,690,144666
937,3d92ad82,3f100000,bbe56042,3f30a3d7,3f308aac,690,144959
938,3d930165,3f100000,bc03126f,3f30a3d7,3f30a419,690,144959
939,3d934acb,3f100000,bbe56042,3f30a3d7,3f30a43b,690,145250
940,3d939431,3f100000,bbe56042,3f30a3d7,3f30b028,690,145541
941,3d93e814,3f100000,bc03126f,3f30a3d7,3f30c996,691,145250
942,3d94317b,3f100000,bbe56042,3f30e560,3f30d045,691,144958
943,3d947ae1,3f100000,bbe56042,3f30e560,3f30dc33,691,144667
944,3d94c448,3f100000,bbe56042,3f30e560,3f30e820,691,144375
945,3d950dae,3f100000,bbe56042,3f30e560,3f30f40e,691,144375
946,3d955715,3f100000,bbe56042,3f30e560,3f30fffb,691,144083
947,3d95a07b,3f100000,bbe56042,3f30e560,3f310be9,692,144375
948,3d95df65,3f100000,bbc49ba6,3f3126e9,3f3110e3,692,143791
949,3d9628cc,3f100000,bbe56042,3f3126e9,3f31289c,692,144667
950,3d967232,3f100000,bbe56042,3f3126e9,3f31348a,692,143792
951,3d96b11c,3f100000,bbc49ba6,3f3126e9,3f3132f7,692,144667
952,3d958b82,3f100000,3ce56042,3f3126e9,3f2f722d,685,145541
953,3d947065,3f100000,3cdd2f1b,3f2f5c29,3f2f2218,684,143792
954,3d935fc4,3f100000,3cd4fdf4,3f2f1aa0,3f2efb09,684,144667
955,3d924f22,3f100000,3cd4fdf4,3f2f1aa0,3f2ecebc,683,144958
956,3d9148fe,3f100000,3ccccccd,3f2ed917,3f2ea961,682,144375
957,3d9042d9,3f100000,3ccccccd,3f2e978d,3f2e783a,682,144959
958,3d8f3cb4,3f100000,3ccccccd,3f2e978d,3f2e4da0,681,145250
959,3d8e368f,3f100000,3ccccccd,3f2e5604,3f2e1c79,680,143792
960,3d8d3ae7,3f100000,3cc49ba6,3f2e147b,3f2df8d2,680,144666
961,3d8c3f3e,3f100000,3cc49ba6,3f2e147b,3f2dcfed,679,144083
962,3d8b4396,3f100000,3cc49ba6,3f2dd2f2,3f2da07a,678,145833
963,3d8a47ed,3f100000,3cc49ba6,3f2d9168,3f2d7107,678,144083
964,3d8956c1,3f100000,3cbc6a7f,3f2d9168,3f2d55a3,677,145542
965,3d886595,3f100000,3cbc6a7f,3f2d4fdf,3f2d27e5,676,144083
966,3d877469,3f100000,3cbc6a7f,3f2d0e56,3f2cfa26,676,144375
967,3d868db9,3f100000,3cb43958,3f2d0e56,3f2ce075,675,144375
968,3d85a709,3f100000,3cb43958,3f2ccccd,3f2cb46b,675,144666
969,3d84c059,3f100000,3cb43958,3f2ccccd,3f2c8eee,674,144667
970,3d83d9a9,3f100000,3cb43958,3f2c8b44,3f2c62e4,673,144666
971,3d82fd76,3f100000,3cac0831,3f2c49ba,3f2c445a,673,143500
972,3d8216c6,3f100000,3cb43958,3f2c49ba,3f2c1312,672,143791
973,3d81450f,3f100000,3ca3d70a,3f2c0831,3f2c0207,672,144667
974,3d8068dc,3f100000,3cac0831,3f2c0831,3f2bd273,671,145834
975,3d7f1950,3f100000,3cac0831,3f2bc6a8,3f2ba81d,671,144958
976,3d7d75e2,3f100000,3ca3d70a,3f2bc6a8,3f2b91d5,670,144667
977,3d7bd274,3f100000,3ca3d70a,3f2b851f,3f2b6934,670,144375
978,3d7a2f06,3f100000,3ca3d70a,3f2b851f,3f2b471f,669,144375
979,3d78a090,3f100000,3c9ba5e3,3f2b4396,3f2b2bfd,669,144083
980,3d76fd22,3f100000,3ca3d70a,3f2b4396,3f2afe1d,668,144375
981,3d756ead,3f100000,3c9ba5e3,3f2b020c,3f2ae2fb,668,144083
982,3d73e037,3f100000,3c9ba5e3,3f2b020c,3f2ac29b,667,144375
983,3d7251c2,3f100000,3c9ba5e3,3f2ac083,3f2a9bae,666,144375
984,3d70d845,3f100000,3c9374bc,3f2a7efa,3f2a8241,666,144083
985,3d6f5ec8,3f100000,3c9374bc,3f2a7efa,3f2a6395,666,143792
986,3d6de54b,3f100000,3c9374bc,3f2a7efa,3f2a44e9,665,144375
987,3d6c6bcf,3f100000,3c9374bc,3f2a3d71,3f2a1faf,665,144375
988,3d6af252,3f100000,3c9374bc,3f2a3d71,3f2a0104,664,144958
989,3d698dce,3f100000,3c8b4396,3f29fbe7,3f29e94a,664,144084
990,3d681451,3f100000,3c9374bc,3f29fbe7,3f29bed3,663,144958
991,3d66afcd,3f100000,3c8b4396,3f29ba5e,3f29a719,663,144375
992,3d656042,3f100000,3c83126f,3f29ba5e,3f2997a2,662,144958
993,3d63fbbd,3f100000,3c8b4396,3f2978d5,3f296851,662,144667
994,3d629739,3f100000,3c8b4396,3f2978d5,3f294b5a,661,145542
995,3d6147ae,3f100000,3c83126f,3f29374c,3f293554,661,144666
996,3d5ff823,3f100000,3c83126f,3f29374c,3f291a11,661,143792
997,3d5ea897,3f100000,3c83126f,3f29374c,3f28fece,660,144375
998,3d5d6e05,3f100000,3c75c28f,3f28f5c3,3f28ea7c,660,145250
999,3d5c1e79,3f100000,3c83126f,3f28f5c3,3f28c36d,659,145541
1000,3d5ae3e7,3f100000,3c75c28f,3f28b439,3f28af1d,659,145833
1001,3d59945b,3f100000,3c83126f,3f28b439,3f28880e,658,144666
1002,3d586ec1,3f100000,3c656042,3f2872b0,3f28813c,658,144959
1003,3d57342f,3f100000,3c75c28f,3f2872b0,3f285be2,658,146125
1004,3d55f99c,3f100000,3c75c28f,3f2872b0,3f284253,657,170917
1005,3d54d402,3f100000,3c656042,3f283127,3f282fb5,657,171208
1006,3d539970,3f100000,3c75c28f,3f283127,3f280a5b,656,144083
1007,3d5273d6,3f100000,3c656042,3f27ef9e,3f27f7bd,656,143791
1008,3d514e3c,3f100000,3c656042,3f27ef9e,3f27dfe2,656,168584
1009,3d5028a2,3f100000,3c656042,3f27ef9e,3f27c807,655,171208
1010,3d4f1801,3f100000,3c54fdf4,3f27ae14,3f27b71f,655,163625
1011,3d4df267,3f100000,3c656042,3f27ae14,3f279378,655,145250
1012,3d4ce1c6,3f100000,3c54fdf4,3f27ae14,3f27891e,654,144667
1013,3d4bd124,3f100000,3c54fdf4,3f276c8b,3f276c69,654,144958
1014,3d4ac083,3f100000,3c54fdf4,3f276c8b,3f275642,654,144375
1015,3d49afe2,3f100000,3c54fdf4,3f276c8b,3f27401b,653,144083
1016,3d489f41,3f100000,3c54fdf4,3f272b02,3f272367,653,143500
1017,3d478e9f,3f100000,3c54fdf4,3f272b02,3f270d40,653,145250
1018,3d4692f7,3f100000,3c449ba6,3f272b02,3f27049a,652,144667
1019,3d458256,3f100000,3c54fdf4,3f26e979,3f26dc1a,652,144083
1020,3d4486ad,3f100000,3c449ba6,3f26e979,3f26d373,652,145833
1021,3d438b05,3f100000,3c449ba6,3f26e979,3f26bf01,651,145541
1022,3d428f5c,3f100000,3c449ba6,3f26a7f0,3f26a400,651,144375
1023,3d41a8ac,3f100000,3c343958,3f26a7f0,3f269d0e,651,145250
1024,3d40ad04,3f100000,3c449ba6,3f26a7f0,3f267cd0,650,145250
1025,3d3fb15b,3f100000,3c449ba6,3f266666,3f2661cf,650,145250
1026,3d3ecaac,3f100000,3c343958,3f266666,3f265add,650,145542
1027,3d3de3fc,3f100000,3c343958,3f266666,3f26481f,650,144375
1028,3d3ce853,3f100000,3c449ba6,3f266666,3f2627e0,649,145541
1029,3d3c01a3,3f100000,3c343958,3f2624dd,3f261a60,649,144667
1030,3d3b2fec,3f100000,3c23d70a,3f2624dd,3f261522,649,144666
